00.0000,-01.041,-01.811,-02.381,-02.802
00.0000,-09.572,-02.876,-03.446,-03.868
00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,13.7545,32.8650,47.1966,57.8116
00.0000,07.4631,31.5755,45.9374,56.5529
00.0000,04.4036,31.6049,47.1181,57.7701
00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.041,-01.811,-02.381,-02.802
00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,12.1792,31.6199,45.9818,56.5973
00.0000,03.1659,30.3888,45.0268,55.6465
00.0000,03.0193,30.4678,45.8637,56.5162
00.0000,-01.041,-01.811,37.3805,50.2439
00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-06.849,27.8471,43.1918,53.8588
00.0000,-04.807,30.0186,44.6064,55.2281
00.0000,02.4014,28.3634,44.0492,54.6733
00.0000,02.7005,29.2457,44.6535,55.3071
00.0000,-01.639,21.7067,38.5057,51.3782
00.0000,-03.226,20.5905,37.3895,50.6923
00.0000,-07.260,19.3358,40.7724,51.7964
00.0000,-06.375,27.1987,43.2199,53.8875
00.0000,01.3374,28.0846,43.4803,54.1486
00.0000,02.2801,29.2951,44.6808,55.3409
00.0000,-00.614,21.6725,38.4715,51.1892
00.0000,-02.990,20.6633,37.4623,50.4375
00.0000,-03.295,19.2621,39.9907,51.3868
00.0000,-01.993,25.9805,41.4056,52.6722
00.0000,-00.992,26.8988,42.2747,53.0079
00.0000,00.6742,26.9885,42.3517,53.0254
00.0000,00.1894,22.9377,39.7367,52.4209
00.0000,-01.021,21.6725,38.4715,51.1892
00.0000,-02.321,19.3423,36.5787,49.3435
00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.056,18.6348,41.0699,51.8039
00.0000,-09.599,24.0468,40.1711,50.8578