00.0000,-01.653,04.4194,24.6199,36.4056,46.0161,52.6996,57.6346,61.2851,63.9853
00.0000,-01.547,08.2891,25.6211,37.3431,46.9972,53.6749,58.6122,62.2626,64.9628
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.697,-02.554,25.2724,37.6648,46.9095,53.6645,58.5970,62.2475,64.9477
00.0000,-01.658,-02.554,24.2716,36.7257,45.9344,52.6967,57.6292,61.2796,63.9798
00.0000,-02.200,-02.569,16.7879,35.5232,44.7076,51.4783,56.4111,60.0615,62.7617
00.0000,-02.616,07.2347,24.5667,36.2887,45.9428,52.6205,57.5578,61.2082,63.9084
00.0000,-00.978,09.3524,26.7525,38.3950,48.1038,54.7744,59.7146,63.3650,66.0652
00.0000,-00.962,10.0698,27.7202,39.9620,49.2990,56.0360,60.9693,64.6197,67.3199
00.0000,-02.337,08.0831,26.4099,38.7320,48.0184,54.7653,59.6981,63.3485,66.0487
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-06.904,-03.756,20.8821,33.3047,42.5745,49.3527,54.2860,57.9364,60.6366
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-00.899,09.4897,28.2989,39.4103,47.6303,53.7107,58.7328,62.3833,65.0835
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-02.576,07.0609,25.2702,37.6537,46.8879,53.6477,58.5810,62.2314,64.9315
00.0000,-02.476,02.9255,24.2411,36.6230,45.7341,52.5438,57.4829,61.1331,63.8329
00.0000,-02.919,01.8708,23.0218,35.4000,44.4354,51.2606,56.2050,59.8574,62.5568
00.0000,-02.293,12.9840,27.3610,38.5520,46.7720,52.8524,57.3502,60.6774,63.1431
00.0000,-01.192,14.8778,29.2559,40.3697,48.5898,54.6702,59.1680,62.4952,64.9641
00.0000,-06.956,13.0970,27.3580,38.4702,46.6902,52.7706,57.2685,60.5957,63.0949
00.0000,-04.172,05.8794,25.4003,36.6562,44.9757,51.1253,56.5129,60.1308,62.8105
00.0000,-05.344,02.7941,23.9208,35.8679,44.2542,51.4376,56.4256,60.0747,62.7721
00.0000,-03.059,01.7332,23.1371,35.0800,43.5125,50.5007,55.4987,59.1713,61.8666
00.0000,-02.009,13.3763,29.3591,40.4729,48.6929,54.7733,59.2712,62.5983,65.0639
00.0000,-00.415,16.1059,30.6991,41.8060,50.0260,56.1064,60.6043,63.9314,66.3974
00.0000,-03.535,14.4567,29.3314,40.4507,48.6707,54.7511,59.2491,62.5763,65.0455
00.0000,-06.395,11.4620,26.9037,38.1509,46.3807,52.4682,57.0543,60.4109,62.9010
00.0000,-18.920,08.7407,24.7385,36.1443,44.3885,50.5841,55.2021,58.5860,61.0950
00.0000,-21.722,02.1885,23.6954,35.2185,43.4787,49.7415,54.3878,58.2808,60.9553
00.0000,-01.643,-02.517,28.4008,39.5121,47.7322,53.8126,58.3104,61.6376,64.1028
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-03.702,08.7472,28.1241,39.3696,47.5898,53.6703,58.1694,61.4970,63.9660
00.0000,-06.064,08.4193,26.1049,38.3927,46.6140,52.6952,57.2037,60.5346,63.0055
00.0000,-07.266,07.8349,25.1370,37.3135,45.5372,51.6309,56.1512,59.4879,61.9627
00.0000,-23.073,05.5715,23.1170,35.2087,43.4362,49.5480,54.0817,57.4789,59.9756